type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	982	1415	10	1925	0.9899	0.4237	0.5934	12	hgsvc	vg	HG00514	nonrep	call	0.9
Total	1324	1752	50	6379	0.9636	0.2155	0.3522	14	hgsvc	vg	HG00514	nonrep	call	0.9
INS	444	482	42	4309	0.9136	0.1006	0.1812	14	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	880	1270	8	2070	0.991	0.3802	0.5496	14	hgsvc	vg	HG00514	nonrep	call	0.9
Total	674	919	15	7212	0.9782	0.113	0.2026	21	hgsvc	vg	HG00514	nonrep	call	0.9
INS	189	202	12	4589	0.9403	0.0422	0.0808	21	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	485	717	3	2623	0.9939	0.2147	0.3531	21	hgsvc	vg	HG00514	nonrep	call	0.9
Total	249	334	4	7797	0.9842	0.0411	0.0789	27	hgsvc	vg	HG00514	nonrep	call	0.9
INS	80	84	3	4707	0.9639	0.0175	0.0344	27	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	169	250	1	3090	0.9941	0.0749	0.1393	27	hgsvc	vg	HG00514	nonrep	call	0.9
Total	29	42	1	8089	0.9667	0.0052	0.0103	35	hgsvc	vg	HG00514	nonrep	call	0.9
INS	9	10	1	4781	0.9	0.0021	0.0042	35	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	20	32	0	3308	1	0.0096	0.019	35	hgsvc	vg	HG00514	nonrep	call	0.9
Total	3	4	1	8127	0.75	5e-04	0.001	45	hgsvc	vg	HG00514	nonrep	call	0.9
INS	3	4	1	4787	0.75	8e-04	0.0016	45	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	0	0	0	3340	NA	0	NA	45	hgsvc	vg	HG00514	nonrep	call	0.9
Total	1	1	0	8130	1	1e-04	2e-04	50	hgsvc	vg	HG00514	nonrep	call	0.9
INS	1	1	0	4790	1	2e-04	4e-04	50	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	0	0	0	3340	NA	0	NA	50	hgsvc	vg	HG00514	nonrep	call	0.9
Total	1	1	0	8130	1	1e-04	2e-04	60	hgsvc	vg	HG00514	nonrep	call	0.9
INS	1	1	0	4790	1	2e-04	4e-04	60	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	0	0	0	3340	NA	0	NA	60	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	call	0.9
Total	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	call	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	call	0.9
INS	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	call	0.9
INV	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	call	0.9
Total	5009	4942	1457	1723	0.7747	0.7415	0.7577	0	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	2786	2737	1062	1191	0.724	0.6968	0.7101	0	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	2223	2205	395	532	0.8491	0.8056	0.8268	0	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	4575	4525	1267	2140	0.7831	0.6789	0.7273	2	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	2379	2348	895	1580	0.7266	0.5978	0.6559	2	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	2196	2177	372	560	0.8551	0.7954	0.8242	2	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	4034	3995	1038	2670	0.7953	0.5994	0.6836	3	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	1950	1931	755	1997	0.7209	0.4916	0.5846	3	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	2084	2064	283	673	0.8804	0.7541	0.8124	3	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	3371	3343	837	3322	0.8011	0.5016	0.6169	4	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	1499	1488	621	2440	0.7071	0.3788	0.4933	4	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	1872	1855	216	882	0.8966	0.6777	0.7719	4	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	2726	2697	695	3968	0.7968	0.4047	0.5368	5	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	1122	1109	521	2819	0.6829	0.2823	0.3995	5	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	1604	1588	174	1149	0.9021	0.5802	0.7062	5	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	1883	1862	473	4803	0.7992	0.2794	0.414	7	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	698	691	361	3237	0.6591	0.1759	0.2777	7	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	1185	1171	112	1566	0.9136	0.4278	0.5827	7	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	1445	1431	321	5234	0.8182	0.2147	0.3401	10	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	445	443	247	3485	0.6431	0.1128	0.1919	10	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	1000	988	74	1749	0.9311	0.361	0.5203	10	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	1296	1281	271	5384	0.8271	0.1922	0.3119	12	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	363	360	212	3568	0.6313	0.0916	0.16	12	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	933	921	59	1816	0.9405	0.3365	0.4957	12	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	1146	1133	221	5532	0.8383	0.17	0.2827	14	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	307	304	172	3624	0.6409	0.0774	0.1381	14	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	839	829	49	1908	0.9448	0.3029	0.4587	14	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	605	599	84	6066	0.8781	0.0899	0.1631	21	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	140	138	61	3790	0.6965	0.0351	0.0668	21	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	465	461	23	2276	0.9529	0.1684	0.2862	21	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	221	220	31	6445	0.877	0.033	0.0636	27	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	57	57	25	3871	0.6951	0.0145	0.0284	27	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	164	163	6	2574	0.9647	0.0596	0.1123	27	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	23	23	6	6642	0.7931	0.0035	0.007	35	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	5	5	4	3923	0.5556	0.0013	0.0026	35	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	18	18	2	2719	0.9	0.0066	0.0131	35	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	1	1	2	6664	0.3333	2e-04	4e-04	45	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	1	1	2	3927	0.3333	3e-04	6e-04	45	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	0	0	0	2737	NA	0	NA	45	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	0	0	1	6665	0	0	NA	50	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	0	0	1	3928	0	0	NA	50	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	0	0	0	2737	NA	0	NA	50	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	0	0	1	6665	0	0	NA	60	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	0	0	1	3928	0	0	NA	60	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	0	0	0	2737	NA	0	NA	60	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	75	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	90	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	99	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	110	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	133	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	167	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	180	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	250	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	350	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	450	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	550	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	geno	0.9
DEL	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	geno	0.9
INS	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	geno	0.9
INV	NA	NA	NA	NA	NA	NA	NA	650	hgsvc	vg	HG00514	nonrep	geno	0.9
Total	20216	20397	5348	11184	0.7908	0.6459	0.711	0	hgsvc	vg	HG00733	all	call	0.9
INS	13325	12653	3081	6521	0.8122	0.6599	0.7282	0	hgsvc	vg	HG00733	all	call	0.9
DEL	6891	7744	2267	4663	0.7525	0.6242	0.6824	0	hgsvc	vg	HG00733	all	call	0.9
Total	16455	16981	4122	14600	0.7997	0.5377	0.643	2	hgsvc	vg	HG00733	all	call	0.9
INS	10535	10227	2283	8947	0.8219	0.5334	0.6469	2	hgsvc	vg	HG00733	all	call	0.9
DEL	5920	6754	1839	5653	0.763	0.5444	0.6354	2	hgsvc	vg	HG00733	all	call	0.9
Total	13223	13916	3039	17665	0.8131	0.4406	0.5715	3	hgsvc	vg	HG00733	all	call	0.9
INS	8198	8103	1707	11071	0.8277	0.4226	0.5595	3	hgsvc	vg	HG00733	all	call	0.9
DEL	5025	5813	1332	6594	0.7905	0.4685	0.5883	3	hgsvc	vg	HG00733	all	call	0.9
Total	10464	11281	2222	20300	0.8248	0.3572	0.4985	4	hgsvc	vg	HG00733	all	call	0.9
INS	6352	6399	1265	12775	0.8339	0.3337	0.4767	4	hgsvc	vg	HG00733	all	call	0.9
DEL	4112	4882	957	7525	0.8112	0.3935	0.5299	4	hgsvc	vg	HG00733	all	call	0.9
Total	8128	8978	1620	22603	0.8338	0.2843	0.424	5	hgsvc	vg	HG00733	all	call	0.9
INS	4850	4953	927	14221	0.8395	0.2583	0.395	5	hgsvc	vg	HG00733	all	call	0.9
DEL	3278	4025	693	8382	0.8255	0.3244	0.4658	5	hgsvc	vg	HG00733	all	call	0.9
Total	5173	5986	938	25595	0.8465	0.1895	0.3097	7	hgsvc	vg	HG00733	all	call	0.9
INS	2955	3072	537	16102	0.8462	0.1602	0.2694	7	hgsvc	vg	HG00733	all	call	0.9
DEL	2218	2914	401	9493	0.8469	0.2349	0.3678	7	hgsvc	vg	HG00733	all	call	0.9
Total	3321	4058	485	27523	0.8726	0.1285	0.224	10	hgsvc	vg	HG00733	all	call	0.9
INS	1710	1818	271	17356	0.8632	0.0948	0.1708	10	hgsvc	vg	HG00733	all	call	0.9
DEL	1611	2240	214	10167	0.8827	0.1805	0.2997	10	hgsvc	vg	HG00733	all	call	0.9
Total	2679	3337	364	28244	0.8804	0.1057	0.1887	12	hgsvc	vg	HG00733	all	call	0.9
INS	1323	1425	198	17749	0.8698	0.0743	0.1369	12	hgsvc	vg	HG00733	all	call	0.9
DEL	1356	1912	166	10495	0.8909	0.1541	0.2628	12	hgsvc	vg	HG00733	all	call	0.9
Total	2152	2702	268	28879	0.8893	0.0856	0.1562	14	hgsvc	vg	HG00733	all	call	0.9
INS	1003	1076	139	18098	0.8783	0.0561	0.1055	14	hgsvc	vg	HG00733	all	call	0.9
DEL	1149	1626	129	10781	0.8991	0.1311	0.2288	14	hgsvc	vg	HG00733	all	call	0.9
Total	941	1188	126	30393	0.8819	0.0376	0.0721	21	hgsvc	vg	HG00733	all	call	0.9
INS	409	430	61	18744	0.8702	0.0224	0.0437	21	hgsvc	vg	HG00733	all	call	0.9
DEL	532	758	65	11649	0.8911	0.0611	0.1144	21	hgsvc	vg	HG00733	all	call	0.9
Total	313	381	75	31200	0.8067	0.0121	0.0238	27	hgsvc	vg	HG00733	all	call	0.9
INS	151	154	34	19020	0.8162	0.008	0.0158	27	hgsvc	vg	HG00733	all	call	0.9
DEL	162	227	41	12180	0.798	0.0183	0.0358	27	hgsvc	vg	HG00733	all	call	0.9
Total	79	92	45	31489	0.6371	0.0029	0.0058	35	hgsvc	vg	HG00733	all	call	0.9
INS	52	53	17	19121	0.7536	0.0028	0.0056	35	hgsvc	vg	HG00733	all	call	0.9
DEL	27	39	28	12368	0.4909	0.0031	0.0062	35	hgsvc	vg	HG00733	all	call	0.9
Total	33	37	29	31544	0.5323	0.0012	0.0024	45	hgsvc	vg	HG00733	all	call	0.9
INS	24	24	9	19150	0.7273	0.0013	0.0026	45	hgsvc	vg	HG00733	all	call	0.9
DEL	9	13	20	12394	0.3103	0.001	0.002	45	hgsvc	vg	HG00733	all	call	0.9
Total	28	32	26	31549	0.5185	0.001	0.002	50	hgsvc	vg	HG00733	all	call	0.9
INS	19	19	9	19155	0.6786	0.001	0.002	50	hgsvc	vg	HG00733	all	call	0.9
DEL	9	13	17	12394	0.3462	0.001	0.002	50	hgsvc	vg	HG00733	all	call	0.9
Total	20	23	19	31558	0.5128	7e-04	0.0014	60	hgsvc	vg	HG00733	all	call	0.9
INS	15	15	7	19159	0.6818	8e-04	0.0016	60	hgsvc	vg	HG00733	all	call	0.9
DEL	5	8	12	12399	0.2941	6e-04	0.0012	60	hgsvc	vg	HG00733	all	call	0.9
Total	16	19	18	31562	0.4706	6e-04	0.0012	75	hgsvc	vg	HG00733	all	call	0.9
INS	11	11	7	19163	0.6111	6e-04	0.0012	75	hgsvc	vg	HG00733	all	call	0.9
DEL	5	8	11	12399	0.3125	6e-04	0.0012	75	hgsvc	vg	HG00733	all	call	0.9
Total	14	16	12	31565	0.5385	5e-04	0.001	90	hgsvc	vg	HG00733	all	call	0.9
INS	10	10	4	19164	0.7143	5e-04	0.001	90	hgsvc	vg	HG00733	all	call	0.9
DEL	4	6	8	12401	0.3333	5e-04	0.001	90	hgsvc	vg	HG00733	all	call	0.9
Total	14	16	12	31565	0.5385	5e-04	0.001	99	hgsvc	vg	HG00733	all	call	0.9
INS	10	10	4	19164	0.7143	5e-04	0.001	99	hgsvc	vg	HG00733	all	call	0.9
DEL	4	6	8	12401	0.3333	5e-04	0.001	99	hgsvc	vg	HG00733	all	call	0.9
Total	12	13	10	31568	0.5455	4e-04	8e-04	110	hgsvc	vg	HG00733	all	call	0.9
INS	9	9	4	19165	0.6923	5e-04	0.001	110	hgsvc	vg	HG00733	all	call	0.9
DEL	3	4	6	12403	0.3333	3e-04	6e-04	110	hgsvc	vg	HG00733	all	call	0.9
Total	9	10	10	31571	0.4737	3e-04	6e-04	133	hgsvc	vg	HG00733	all	call	0.9
INS	6	6	4	19168	0.6	3e-04	6e-04	133	hgsvc	vg	HG00733	all	call	0.9
DEL	3	4	6	12403	0.3333	3e-04	6e-04	133	hgsvc	vg	HG00733	all	call	0.9
Total	9	10	9	31571	0.5	3e-04	6e-04	167	hgsvc	vg	HG00733	all	call	0.9
INS	6	6	4	19168	0.6	3e-04	6e-04	167	hgsvc	vg	HG00733	all	call	0.9
DEL	3	4	5	12403	0.375	3e-04	6e-04	167	hgsvc	vg	HG00733	all	call	0.9
Total	9	10	9	31571	0.5	3e-04	6e-04	180	hgsvc	vg	HG00733	all	call	0.9
INS	6	6	4	19168	0.6	3e-04	6e-04	180	hgsvc	vg	HG00733	all	call	0.9
DEL	3	4	5	12403	0.375	3e-04	6e-04	180	hgsvc	vg	HG00733	all	call	0.9
Total	9	10	8	31571	0.5294	3e-04	6e-04	250	hgsvc	vg	HG00733	all	call	0.9
INS	6	6	4	19168	0.6	3e-04	6e-04	250	hgsvc	vg	HG00733	all	call	0.9
DEL	3	4	4	12403	0.4286	3e-04	6e-04	250	hgsvc	vg	HG00733	all	call	0.9
Total	4	4	7	31577	0.3636	1e-04	2e-04	350	hgsvc	vg	HG00733	all	call	0.9
INS	3	3	4	19171	0.4286	2e-04	4e-04	350	hgsvc	vg	HG00733	all	call	0.9
DEL	1	1	3	12406	0.25	1e-04	2e-04	350	hgsvc	vg	HG00733	all	call	0.9
Total	3	3	6	31578	0.3333	1e-04	2e-04	450	hgsvc	vg	HG00733	all	call	0.9
INS	2	2	4	19172	0.3333	1e-04	2e-04	450	hgsvc	vg	HG00733	all	call	0.9
DEL	1	1	2	12406	0.3333	1e-04	2e-04	450	hgsvc	vg	HG00733	all	call	0.9
Total	3	3	5	31578	0.375	1e-04	2e-04	550	hgsvc	vg	HG00733	all	call	0.9
INS	2	2	3	19172	0.4	1e-04	2e-04	550	hgsvc	vg	HG00733	all	call	0.9
DEL	1	1	2	12406	0.3333	1e-04	2e-04	550	hgsvc	vg	HG00733	all	call	0.9
Total	3	3	4	31578	0.4286	1e-04	2e-04	650	hgsvc	vg	HG00733	all	call	0.9
INS	2	2	3	19172	0.4	1e-04	2e-04	650	hgsvc	vg	HG00733	all	call	0.9
DEL	1	1	1	12406	0.5	1e-04	2e-04	650	hgsvc	vg	HG00733	all	call	0.9
Total	13332	13019	9966	14234	0.5722	0.4777	0.5207	0	hgsvc	vg	HG00733	all	geno	0.9
INS	7966	7660	6461	8653	0.5522	0.4696	0.5076	0	hgsvc	vg	HG00733	all	geno	0.9
DEL	5366	5359	3505	5581	0.6049	0.4899	0.5414	0	hgsvc	vg	HG00733	all	geno	0.9
Total	11205	11035	7733	16218	0.5917	0.4049	0.4808	2	hgsvc	vg	HG00733	all	geno	0.9
INS	6472	6283	4906	10030	0.5688	0.3852	0.4593	2	hgsvc	vg	HG00733	all	geno	0.9
DEL	4733	4752	2827	6188	0.6261	0.4344	0.5129	2	hgsvc	vg	HG00733	all	geno	0.9
Total	9178	9080	5884	18173	0.6093	0.3332	0.4308	3	hgsvc	vg	HG00733	all	geno	0.9
INS	5099	4985	3758	11328	0.5757	0.3056	0.3993	3	hgsvc	vg	HG00733	all	geno	0.9
DEL	4079	4095	2126	6845	0.6574	0.3743	0.477	3	hgsvc	vg	HG00733	all	geno	0.9
Total	7284	7241	4555	20012	0.6153	0.2657	0.3711	4	hgsvc	vg	HG00733	all	geno	0.9
INS	3889	3831	2967	12482	0.5672	0.2348	0.3321	4	hgsvc	vg	HG00733	all	geno	0.9
DEL	3395	3410	1588	7530	0.6813	0.3117	0.4277	4	hgsvc	vg	HG00733	all	geno	0.9
Total	5629	5589	3512	21664	0.6158	0.2051	0.3077	5	hgsvc	vg	HG00733	all	geno	0.9
INS	2901	2856	2320	13457	0.5556	0.1751	0.2663	5	hgsvc	vg	HG00733	all	geno	0.9
DEL	2728	2733	1192	8207	0.6959	0.2498	0.3676	5	hgsvc	vg	HG00733	all	geno	0.9
Total	3523	3492	2295	23761	0.6055	0.1281	0.2115	7	hgsvc	vg	HG00733	all	geno	0.9
INS	1667	1644	1555	14669	0.5174	0.1008	0.1687	7	hgsvc	vg	HG00733	all	geno	0.9
DEL	1856	1848	740	9092	0.7149	0.1689	0.2732	7	hgsvc	vg	HG00733	all	geno	0.9
Total	2309	2277	1397	24976	0.623	0.0836	0.1474	10	hgsvc	vg	HG00733	all	geno	0.9
INS	934	916	952	15397	0.4952	0.0562	0.1009	10	hgsvc	vg	HG00733	all	geno	0.9
DEL	1375	1361	445	9579	0.7555	0.1244	0.2136	10	hgsvc	vg	HG00733	all	geno	0.9
