type	size	FN	FP	TP	TP.baseline	precision	recall	F1	exp	method	sample	region	eval	min.cov
INV	(600,800]	2	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	(800,1e+03]	5	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
INV	[50,100]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	all	call	0.9
DEL	(100,200]	85	71	148	153	0.6758	0.6429	0.6589	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	95	28	117	117	0.8069	0.5519	0.6555	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	55	13	74	74	0.8506	0.5736	0.6852	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(200,300]	53	32	132	133	0.8049	0.7151	0.7573	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(300,400]	254	87	615	615	0.8761	0.7077	0.7829	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(400,600]	39	17	60	60	0.7792	0.6061	0.6818	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(5e+03,Inf]	73	8	65	65	0.8904	0.471	0.6161	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(600,800]	26	11	31	31	0.7381	0.5439	0.6263	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(800,1e+03]	33	8	42	42	0.84	0.56	0.672	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	[50,100]	134	145	194	215	0.5723	0.616	0.5933	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(100,200]	250	246	241	248	0.4949	0.498	0.4964	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(1e+03,2.5e+03]	184	58	112	113	0.6588	0.3805	0.4824	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(2.5e+03,5e+03]	126	42	68	68	0.6182	0.3505	0.4474	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(200,300]	153	136	116	113	0.4603	0.4248	0.4418	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(300,400]	350	483	344	343	0.416	0.4949	0.452	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(400,600]	102	32	66	64	0.6735	0.3855	0.4903	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(5e+03,Inf]	93	14	38	38	0.7308	0.2901	0.4153	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(600,800]	106	14	34	34	0.7083	0.2429	0.3617	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	(800,1e+03]	60	15	38	38	0.717	0.3878	0.5034	svpop	smrtsv	HG00733	nonrep	call	0.9
INS	[50,100]	282	510	360	359	0.4138	0.5601	0.476	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(100,200]	6	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(1e+03,2.5e+03]	6	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(200,300]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(300,400]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(400,600]	4	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(5e+03,Inf]	9	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(600,800]	0	0	0	0	NA	NA	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	(800,1e+03]	5	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
INV	[50,100]	3	0	0	0	NA	0	NA	svpop	smrtsv	HG00733	nonrep	call	0.9
DEL	(100,200]	1518	685	792	800	0.5362	0.3451	0.4199	svpop	smrtsv	NA19240	all	call	0.9
DEL	(1e+03,2.5e+03]	252	99	239	237	0.7071	0.4847	0.5751	svpop	smrtsv	NA19240	all	call	0.9
DEL	(2.5e+03,5e+03]	136	32	145	145	0.8192	0.516	0.6332	svpop	smrtsv	NA19240	all	call	0.9
DEL	(200,300]	489	205	335	335	0.6204	0.4066	0.4912	svpop	smrtsv	NA19240	all	call	0.9
DEL	(300,400]	565	214	841	843	0.7972	0.5987	0.6838	svpop	smrtsv	NA19240	all	call	0.9
DEL	(400,600]	191	71	146	148	0.6728	0.4366	0.5296	svpop	smrtsv	NA19240	all	call	0.9
DEL	(5e+03,Inf]	106	22	113	114	0.837	0.5182	0.6401	svpop	smrtsv	NA19240	all	call	0.9
DEL	(600,800]	144	52	84	82	0.6176	0.3628	0.4571	svpop	smrtsv	NA19240	all	call	0.9
DEL	(800,1e+03]	76	35	69	70	0.6635	0.4795	0.5567	svpop	smrtsv	NA19240	all	call	0.9
DEL	[50,100]	2913	2101	1606	1602	0.4332	0.3548	0.3901	svpop	smrtsv	NA19240	all	call	0.9
INS	(100,200]	2023	1923	1373	1334	0.4166	0.3974	0.4068	svpop	smrtsv	NA19240	all	call	0.9
INS	(1e+03,2.5e+03]	544	193	301	299	0.6093	0.3547	0.4484	svpop	smrtsv	NA19240	all	call	0.9
INS	(2.5e+03,5e+03]	220	72	120	120	0.625	0.3529	0.4511	svpop	smrtsv	NA19240	all	call	0.9
INS	(200,300]	899	683	602	601	0.4685	0.4007	0.432	svpop	smrtsv	NA19240	all	call	0.9
INS	(300,400]	871	818	665	666	0.4484	0.4333	0.4407	svpop	smrtsv	NA19240	all	call	0.9
INS	(400,600]	570	261	353	354	0.5749	0.3831	0.4598	svpop	smrtsv	NA19240	all	call	0.9
INS	(5e+03,Inf]	189	30	61	60	0.6703	0.241	0.3545	svpop	smrtsv	NA19240	all	call	0.9
INS	(600,800]	356	135	206	206	0.6041	0.3665	0.4562	svpop	smrtsv	NA19240	all	call	0.9
INS	(800,1e+03]	212	60	132	131	0.6875	0.3819	0.491	svpop	smrtsv	NA19240	all	call	0.9
INS	[50,100]	2958	4731	2336	2135	0.3306	0.4192	0.3697	svpop	smrtsv	NA19240	all	call	0.9
INV	(100,200]	4	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(1e+03,2.5e+03]	13	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(2.5e+03,5e+03]	6	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(200,300]	5	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(400,600]	6	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(5e+03,Inf]	20	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(600,800]	3	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	(800,1e+03]	2	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
INV	[50,100]	3	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	all	call	0.9
DEL	(100,200]	92	66	191	208	0.7432	0.6933	0.7174	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	94	36	176	175	0.8302	0.6506	0.7295	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	59	11	104	104	0.9043	0.638	0.7482	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(200,300]	60	17	156	157	0.9017	0.7235	0.8028	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(300,400]	266	117	730	730	0.8619	0.7329	0.7922	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(400,600]	34	13	83	82	0.8646	0.7069	0.7778	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(5e+03,Inf]	58	12	91	91	0.8835	0.6107	0.7222	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(600,800]	31	13	51	51	0.7969	0.622	0.6987	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(800,1e+03]	31	11	54	54	0.8308	0.6353	0.72	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	[50,100]	157	164	235	266	0.589	0.6288	0.6082	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(100,200]	251	231	270	268	0.5389	0.5164	0.5274	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(1e+03,2.5e+03]	228	63	140	141	0.6897	0.3821	0.4918	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(2.5e+03,5e+03]	136	31	86	86	0.735	0.3874	0.5074	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(200,300]	165	150	168	168	0.5283	0.5045	0.5161	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(300,400]	381	540	402	400	0.4268	0.5122	0.4656	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(400,600]	101	37	77	79	0.6754	0.4389	0.5321	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(5e+03,Inf]	132	9	50	50	0.8475	0.2747	0.4149	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(600,800]	96	18	51	52	0.7391	0.3514	0.4763	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	(800,1e+03]	68	13	41	41	0.7593	0.3761	0.503	svpop	smrtsv	NA19240	nonrep	call	0.9
INS	[50,100]	304	552	396	385	0.4177	0.5588	0.4781	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(100,200]	3	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(1e+03,2.5e+03]	9	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(2.5e+03,5e+03]	4	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(200,300]	5	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(400,600]	6	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(5e+03,Inf]	7	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(600,800]	1	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	(800,1e+03]	2	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
INV	[50,100]	3	0	0	0	NA	0	NA	svpop	smrtsv	NA19240	nonrep	call	0.9
DEL	(100,200]	1324	405	734	721	0.6444	0.3526	0.4558	svpop	vg	HG00514	all	call	0.9
DEL	(1e+03,2.5e+03]	168	48	263	263	0.8457	0.6102	0.7089	svpop	vg	HG00514	all	call	0.9
DEL	(2.5e+03,5e+03]	71	7	158	158	0.9576	0.69	0.8021	svpop	vg	HG00514	all	call	0.9
DEL	(200,300]	438	118	303	301	0.7197	0.4073	0.5202	svpop	vg	HG00514	all	call	0.9
DEL	(300,400]	297	207	927	927	0.8175	0.7574	0.7863	svpop	vg	HG00514	all	call	0.9
DEL	(400,600]	153	46	143	141	0.7566	0.4796	0.5871	svpop	vg	HG00514	all	call	0.9
DEL	(5e+03,Inf]	42	15	148	148	0.908	0.7789	0.8385	svpop	vg	HG00514	all	call	0.9
DEL	(600,800]	181	19	76	76	0.8	0.2957	0.4318	svpop	vg	HG00514	all	call	0.9
DEL	(800,1e+03]	61	14	71	72	0.8353	0.5414	0.657	svpop	vg	HG00514	all	call	0.9
DEL	[50,100]	2400	1442	2018	1965	0.5832	0.4502	0.5081	svpop	vg	HG00514	all	call	0.9
INS	(100,200]	1524	1469	1890	1816	0.5627	0.5437	0.553	svpop	vg	HG00514	all	call	0.9
INS	(1e+03,2.5e+03]	260	91	522	521	0.8515	0.6671	0.7481	svpop	vg	HG00514	all	call	0.9
INS	(2.5e+03,5e+03]	125	21	201	201	0.9054	0.6166	0.7336	svpop	vg	HG00514	all	call	0.9
INS	(200,300]	649	499	791	761	0.6132	0.5397	0.5741	svpop	vg	HG00514	all	call	0.9
INS	(300,400]	457	430	1089	1081	0.7169	0.7029	0.7098	svpop	vg	HG00514	all	call	0.9
INS	(400,600]	372	166	497	493	0.7496	0.5699	0.6475	svpop	vg	HG00514	all	call	0.9
INS	(5e+03,Inf]	77	16	99	98	0.8609	0.56	0.6786	svpop	vg	HG00514	all	call	0.9
INS	(600,800]	202	74	325	324	0.8145	0.616	0.7015	svpop	vg	HG00514	all	call	0.9
INS	(800,1e+03]	115	38	208	206	0.8455	0.6417	0.7296	svpop	vg	HG00514	all	call	0.9
INS	[50,100]	2503	3325	2346	2249	0.4137	0.4733	0.4415	svpop	vg	HG00514	all	call	0.9
INV	(100,200]	2	1	2	2	0.6667	0.5	0.5714	svpop	vg	HG00514	all	call	0.9
INV	(1e+03,2.5e+03]	5	0	2	2	1	0.2857	0.4444	svpop	vg	HG00514	all	call	0.9
INV	(2.5e+03,5e+03]	5	0	0	0	NA	0	NA	svpop	vg	HG00514	all	call	0.9
INV	(200,300]	2	0	3	3	1	0.6	0.75	svpop	vg	HG00514	all	call	0.9
INV	(300,400]	2	1	1	1	0.5	0.3333	0.4	svpop	vg	HG00514	all	call	0.9
INV	(400,600]	2	1	2	2	0.6667	0.5	0.5714	svpop	vg	HG00514	all	call	0.9
INV	(5e+03,Inf]	25	0	3	3	1	0.1071	0.1935	svpop	vg	HG00514	all	call	0.9
INV	(600,800]	4	0	0	0	NA	0	NA	svpop	vg	HG00514	all	call	0.9
INV	(800,1e+03]	1	1	1	1	0.5	0.5	0.5	svpop	vg	HG00514	all	call	0.9
INV	[50,100]	1	2	2	2	0.5	0.6667	0.5714	svpop	vg	HG00514	all	call	0.9
DEL	(100,200]	71	44	201	206	0.8204	0.7437	0.7802	svpop	vg	HG00514	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	34	23	192	192	0.893	0.8496	0.8708	svpop	vg	HG00514	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	27	3	112	112	0.9739	0.8058	0.8819	svpop	vg	HG00514	nonrep	call	0.9
DEL	(200,300]	29	27	160	160	0.8556	0.8466	0.8511	svpop	vg	HG00514	nonrep	call	0.9
DEL	(300,400]	14	143	799	799	0.8482	0.9828	0.9106	svpop	vg	HG00514	nonrep	call	0.9
DEL	(400,600]	10	13	84	85	0.866	0.8947	0.8801	svpop	vg	HG00514	nonrep	call	0.9
DEL	(5e+03,Inf]	16	6	116	116	0.9508	0.8788	0.9134	svpop	vg	HG00514	nonrep	call	0.9
DEL	(600,800]	12	5	56	56	0.918	0.8235	0.8682	svpop	vg	HG00514	nonrep	call	0.9
DEL	(800,1e+03]	16	6	53	55	0.8983	0.7746	0.8319	svpop	vg	HG00514	nonrep	call	0.9
DEL	[50,100]	162	54	294	301	0.8448	0.6501	0.7348	svpop	vg	HG00514	nonrep	call	0.9
INS	(100,200]	87	166	408	401	0.7108	0.8217	0.7622	svpop	vg	HG00514	nonrep	call	0.9
INS	(1e+03,2.5e+03]	41	20	290	290	0.9355	0.8761	0.9048	svpop	vg	HG00514	nonrep	call	0.9
INS	(2.5e+03,5e+03]	46	4	150	149	0.974	0.7641	0.8564	svpop	vg	HG00514	nonrep	call	0.9
INS	(200,300]	53	62	206	203	0.7687	0.793	0.7807	svpop	vg	HG00514	nonrep	call	0.9
INS	(300,400]	74	227	708	708	0.7572	0.9054	0.8247	svpop	vg	HG00514	nonrep	call	0.9
INS	(400,600]	26	22	136	136	0.8608	0.8395	0.85	svpop	vg	HG00514	nonrep	call	0.9
INS	(5e+03,Inf]	44	4	79	79	0.9518	0.6423	0.767	svpop	vg	HG00514	nonrep	call	0.9
INS	(600,800]	11	10	121	121	0.9237	0.9167	0.9202	svpop	vg	HG00514	nonrep	call	0.9
INS	(800,1e+03]	5	3	93	93	0.9688	0.949	0.9588	svpop	vg	HG00514	nonrep	call	0.9
INS	[50,100]	134	462	485	482	0.5121	0.7825	0.6191	svpop	vg	HG00514	nonrep	call	0.9
INV	(100,200]	2	1	1	1	0.5	0.3333	0.4	svpop	vg	HG00514	nonrep	call	0.9
INV	(1e+03,2.5e+03]	4	0	1	1	1	0.2	0.3333	svpop	vg	HG00514	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	vg	HG00514	nonrep	call	0.9
INV	(200,300]	1	0	3	3	1	0.75	0.8571	svpop	vg	HG00514	nonrep	call	0.9
INV	(300,400]	2	1	1	1	0.5	0.3333	0.4	svpop	vg	HG00514	nonrep	call	0.9
INV	(400,600]	2	1	2	2	0.6667	0.5	0.5714	svpop	vg	HG00514	nonrep	call	0.9
INV	(5e+03,Inf]	8	0	3	3	1	0.2727	0.4285	svpop	vg	HG00514	nonrep	call	0.9
INV	(600,800]	2	0	0	0	NA	0	NA	svpop	vg	HG00514	nonrep	call	0.9
INV	(800,1e+03]	1	1	1	1	0.5	0.5	0.5	svpop	vg	HG00514	nonrep	call	0.9
INV	[50,100]	1	2	2	2	0.5	0.6667	0.5714	svpop	vg	HG00514	nonrep	call	0.9
DEL	(100,200]	1279	406	655	665	0.6173	0.3421	0.4402	svpop	vg	HG00733	all	call	0.9
DEL	(1e+03,2.5e+03]	162	46	235	234	0.8363	0.5909	0.6925	svpop	vg	HG00733	all	call	0.9
DEL	(2.5e+03,5e+03]	96	8	145	145	0.9477	0.6017	0.7361	svpop	vg	HG00733	all	call	0.9
DEL	(200,300]	418	117	294	298	0.7153	0.4162	0.5262	svpop	vg	HG00733	all	call	0.9
DEL	(300,400]	237	139	996	996	0.8775	0.8078	0.8412	svpop	vg	HG00733	all	call	0.9
DEL	(400,600]	175	52	117	115	0.6923	0.3966	0.5043	svpop	vg	HG00733	all	call	0.9
DEL	(5e+03,Inf]	55	17	145	145	0.8951	0.725	0.8011	svpop	vg	HG00733	all	call	0.9
DEL	(600,800]	129	17	79	80	0.8229	0.3828	0.5225	svpop	vg	HG00733	all	call	0.9
DEL	(800,1e+03]	71	11	66	67	0.8571	0.4855	0.6199	svpop	vg	HG00733	all	call	0.9
DEL	[50,100]	2256	1586	1672	1675	0.5132	0.4261	0.4656	svpop	vg	HG00733	all	call	0.9
INS	(100,200]	1250	1372	1671	1667	0.5491	0.5715	0.5601	svpop	vg	HG00733	all	call	0.9
INS	(1e+03,2.5e+03]	229	118	484	482	0.804	0.6779	0.7356	svpop	vg	HG00733	all	call	0.9
INS	(2.5e+03,5e+03]	106	34	199	198	0.8541	0.6513	0.739	svpop	vg	HG00733	all	call	0.9
INS	(200,300]	551	557	783	757	0.5843	0.5787	0.5815	svpop	vg	HG00733	all	call	0.9
INS	(300,400]	326	587	1066	1050	0.6449	0.7631	0.699	svpop	vg	HG00733	all	call	0.9
INS	(400,600]	306	208	556	540	0.7277	0.6383	0.6801	svpop	vg	HG00733	all	call	0.9
INS	(5e+03,Inf]	89	21	106	106	0.8346	0.5436	0.6584	svpop	vg	HG00733	all	call	0.9
INS	(600,800]	175	85	367	364	0.8119	0.6753	0.7373	svpop	vg	HG00733	all	call	0.9
INS	(800,1e+03]	113	44	215	213	0.8301	0.6534	0.7312	svpop	vg	HG00733	all	call	0.9
INS	[50,100]	2175	3106	2129	2132	0.4067	0.495	0.4465	svpop	vg	HG00733	all	call	0.9
INV	(100,200]	4	1	2	2	0.6667	0.3333	0.4444	svpop	vg	HG00733	all	call	0.9
INV	(1e+03,2.5e+03]	9	0	1	1	1	0.1	0.1818	svpop	vg	HG00733	all	call	0.9
INV	(2.5e+03,5e+03]	7	0	0	0	NA	0	NA	svpop	vg	HG00733	all	call	0.9
INV	(200,300]	5	1	1	1	0.5	0.1667	0.25	svpop	vg	HG00733	all	call	0.9
INV	(300,400]	4	0	0	0	NA	0	NA	svpop	vg	HG00733	all	call	0.9
INV	(400,600]	1	0	3	3	1	0.75	0.8571	svpop	vg	HG00733	all	call	0.9
INV	(5e+03,Inf]	23	0	0	0	NA	0	NA	svpop	vg	HG00733	all	call	0.9
INV	(600,800]	2	0	0	0	NA	0	NA	svpop	vg	HG00733	all	call	0.9
INV	(800,1e+03]	3	0	2	2	1	0.4	0.5714	svpop	vg	HG00733	all	call	0.9
INV	[50,100]	1	2	2	2	0.5	0.6667	0.5714	svpop	vg	HG00733	all	call	0.9
DEL	(100,200]	46	54	174	192	0.7632	0.8067	0.7843	svpop	vg	HG00733	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	44	29	168	168	0.8528	0.7925	0.8215	svpop	vg	HG00733	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	36	4	93	93	0.9588	0.7209	0.823	svpop	vg	HG00733	nonrep	call	0.9
DEL	(200,300]	18	27	166	168	0.8601	0.9032	0.8811	svpop	vg	HG00733	nonrep	call	0.9
DEL	(300,400]	17	94	852	852	0.9006	0.9804	0.9388	svpop	vg	HG00733	nonrep	call	0.9
DEL	(400,600]	14	17	84	85	0.8317	0.8586	0.8449	svpop	vg	HG00733	nonrep	call	0.9
DEL	(5e+03,Inf]	24	8	114	114	0.9344	0.8261	0.8769	svpop	vg	HG00733	nonrep	call	0.9
DEL	(600,800]	8	8	49	49	0.8596	0.8596	0.8596	svpop	vg	HG00733	nonrep	call	0.9
DEL	(800,1e+03]	16	5	58	59	0.9206	0.7867	0.8484	svpop	vg	HG00733	nonrep	call	0.9
DEL	[50,100]	95	108	227	254	0.6776	0.7278	0.7018	svpop	vg	HG00733	nonrep	call	0.9
INS	(100,200]	108	180	374	390	0.6751	0.7831	0.7251	svpop	vg	HG00733	nonrep	call	0.9
INS	(1e+03,2.5e+03]	43	29	254	254	0.8975	0.8552	0.8758	svpop	vg	HG00733	nonrep	call	0.9
INS	(2.5e+03,5e+03]	43	5	152	151	0.9682	0.7784	0.863	svpop	vg	HG00733	nonrep	call	0.9
INS	(200,300]	76	86	193	190	0.6918	0.7143	0.7029	svpop	vg	HG00733	nonrep	call	0.9
INS	(300,400]	54	313	642	639	0.6723	0.9221	0.7776	svpop	vg	HG00733	nonrep	call	0.9
INS	(400,600]	28	23	139	138	0.858	0.8313	0.8444	svpop	vg	HG00733	nonrep	call	0.9
INS	(5e+03,Inf]	45	9	86	86	0.9053	0.6565	0.7611	svpop	vg	HG00733	nonrep	call	0.9
INS	(600,800]	14	10	128	126	0.9275	0.9	0.9135	svpop	vg	HG00733	nonrep	call	0.9
INS	(800,1e+03]	3	5	95	95	0.95	0.9694	0.9596	svpop	vg	HG00733	nonrep	call	0.9
INS	[50,100]	118	446	499	523	0.528	0.8159	0.6411	svpop	vg	HG00733	nonrep	call	0.9
INV	(100,200]	4	1	2	2	0.6667	0.3333	0.4444	svpop	vg	HG00733	nonrep	call	0.9
INV	(1e+03,2.5e+03]	5	0	1	1	1	0.1667	0.2858	svpop	vg	HG00733	nonrep	call	0.9
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	vg	HG00733	nonrep	call	0.9
INV	(200,300]	3	1	1	1	0.5	0.25	0.3333	svpop	vg	HG00733	nonrep	call	0.9
INV	(300,400]	4	0	0	0	NA	0	NA	svpop	vg	HG00733	nonrep	call	0.9
INV	(400,600]	1	0	3	3	1	0.75	0.8571	svpop	vg	HG00733	nonrep	call	0.9
INV	(5e+03,Inf]	9	0	0	0	NA	0	NA	svpop	vg	HG00733	nonrep	call	0.9
INV	(600,800]	0	0	0	0	NA	NA	NA	svpop	vg	HG00733	nonrep	call	0.9
INV	(800,1e+03]	3	0	2	2	1	0.4	0.5714	svpop	vg	HG00733	nonrep	call	0.9
INV	[50,100]	1	2	2	2	0.5	0.6667	0.5714	svpop	vg	HG00733	nonrep	call	0.9
DEL	(100,200]	1455	434	855	863	0.6633	0.3723	0.4769	svpop	vg	NA19240	all	call	0.9
DEL	(1e+03,2.5e+03]	165	46	324	324	0.8757	0.6626	0.7544	svpop	vg	NA19240	all	call	0.9
DEL	(2.5e+03,5e+03]	86	10	195	195	0.9512	0.694	0.8025	svpop	vg	NA19240	all	call	0.9
DEL	(200,300]	494	105	328	330	0.7575	0.4005	0.524	svpop	vg	NA19240	all	call	0.9
DEL	(300,400]	296	158	1113	1112	0.8757	0.7898	0.8305	svpop	vg	NA19240	all	call	0.9
DEL	(400,600]	184	53	159	155	0.75	0.4572	0.5681	svpop	vg	NA19240	all	call	0.9
DEL	(5e+03,Inf]	59	19	161	161	0.8944	0.7318	0.805	svpop	vg	NA19240	all	call	0.9
DEL	(600,800]	125	24	102	101	0.8095	0.4469	0.5759	svpop	vg	NA19240	all	call	0.9
DEL	(800,1e+03]	67	11	79	79	0.8778	0.5411	0.6695	svpop	vg	NA19240	all	call	0.9
DEL	[50,100]	2513	1637	1991	2002	0.5488	0.4434	0.4905	svpop	vg	NA19240	all	call	0.9
INS	(100,200]	1621	1389	1753	1736	0.5579	0.5171	0.5367	svpop	vg	NA19240	all	call	0.9
INS	(1e+03,2.5e+03]	298	102	548	545	0.8431	0.6465	0.7318	svpop	vg	NA19240	all	call	0.9
INS	(2.5e+03,5e+03]	130	37	210	210	0.8502	0.6176	0.7155	svpop	vg	NA19240	all	call	0.9
INS	(200,300]	718	598	807	782	0.5744	0.5213	0.5466	svpop	vg	NA19240	all	call	0.9
INS	(300,400]	389	640	1163	1148	0.645	0.7469	0.6922	svpop	vg	NA19240	all	call	0.9
INS	(400,600]	354	205	583	570	0.7398	0.6169	0.6728	svpop	vg	NA19240	all	call	0.9
INS	(5e+03,Inf]	131	23	119	118	0.838	0.4739	0.6054	svpop	vg	NA19240	all	call	0.9
INS	(600,800]	200	73	363	362	0.8326	0.6441	0.7263	svpop	vg	NA19240	all	call	0.9
INS	(800,1e+03]	113	54	232	230	0.8112	0.6706	0.7342	svpop	vg	NA19240	all	call	0.9
INS	[50,100]	2656	3098	2424	2437	0.439	0.4785	0.4579	svpop	vg	NA19240	all	call	0.9
INV	(100,200]	1	2	3	3	0.6	0.75	0.6667	svpop	vg	NA19240	all	call	0.9
INV	(1e+03,2.5e+03]	10	0	3	3	1	0.2308	0.375	svpop	vg	NA19240	all	call	0.9
INV	(2.5e+03,5e+03]	5	0	1	1	1	0.1667	0.2858	svpop	vg	NA19240	all	call	0.9
INV	(200,300]	2	0	3	3	1	0.6	0.75	svpop	vg	NA19240	all	call	0.9
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	vg	NA19240	all	call	0.9
INV	(400,600]	5	1	1	1	0.5	0.1667	0.25	svpop	vg	NA19240	all	call	0.9
INV	(5e+03,Inf]	20	0	0	0	NA	0	NA	svpop	vg	NA19240	all	call	0.9
INV	(600,800]	3	0	0	0	NA	0	NA	svpop	vg	NA19240	all	call	0.9
INV	(800,1e+03]	1	1	1	1	0.5	0.5	0.5	svpop	vg	NA19240	all	call	0.9
INV	[50,100]	1	2	2	2	0.5	0.6667	0.5714	svpop	vg	NA19240	all	call	0.9
DEL	(100,200]	58	55	218	242	0.7985	0.8067	0.8026	svpop	vg	NA19240	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	39	27	229	230	0.8945	0.855	0.8743	svpop	vg	NA19240	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	33	4	130	130	0.9701	0.7975	0.8754	svpop	vg	NA19240	nonrep	call	0.9
DEL	(200,300]	35	22	181	182	0.8916	0.8387	0.8643	svpop	vg	NA19240	nonrep	call	0.9
DEL	(300,400]	23	117	972	973	0.8926	0.9769	0.9328	svpop	vg	NA19240	nonrep	call	0.9
DEL	(400,600]	11	15	105	105	0.875	0.9052	0.8898	svpop	vg	NA19240	nonrep	call	0.9
DEL	(5e+03,Inf]	25	9	124	124	0.9323	0.8322	0.8794	svpop	vg	NA19240	nonrep	call	0.9
